TrafficIndexLive,JamsCount,JamsDelay,JamsLength,TrafficIndexWeekAgo,TravelTimeHistoric,TravelTimeLive,date,Time
49.0,253.0,1200.8,349.0,32.0,77.935790127903,89.9635984234102,2023-03-16,15:46:30
56.0,429.0,2134.9,451.8,45.0,85.5312268886925,97.8881028810909,2023-03-16,16:46:00
65.0,480.0,2488.6,507.1,58.0,88.8279318991199,104.593478782855,2023-03-16,17:31:00
64.0,449.0,2239.5,460.3,57.0,88.2819736681189,104.109259931176,2023-03-16,18:01:00
49.0,317.0,1350.7,346.8,44.0,83.967457263453,92.9910385132876,2023-03-16,19:01:00
46.0,253.0,1070.8,291.9,41.0,83.6026567086025,90.9007067900692,2023-03-16,20:01:00
53.0,373.0,1657.2,370.8,41.0,85.4117733818506,97.3750257291996,2023-03-16,21:31:30
50.0,320.0,1368.1,323.3,33.0,84.7040662015844,95.3417237009436,2023-03-16,22:01:00
41.0,231.0,939.1,213.9,31.0,80.9897887767582,87.8604997210479,2023-03-16,23:01:30
34.0,154.0,623.6,168.6,29.0,76.3781963504132,82.5234065507324,2023-03-17,00:01:30
23.0,70.0,298.1,70.7,22.0,71.2994877419949,74.0654516903084,2023-03-17,01:01:30
13.0,40.0,181.5,22.0,13.0,67.6929113918362,67.0461801292768,2023-03-17,02:01:30
7.0,21.0,80.1,10.9,9.0,64.2724581204679,62.5974005769352,2023-03-17,03:01:30
4.0,16.0,59.0,7.9,5.0,60.5601073467841,59.549739239128,2023-03-17,04:01:30
2.0,10.0,58.5,5.7,3.0,57.5765615291917,57.2087924112941,2023-03-17,05:01:30
1.0,12.0,50.5,4.7,2.0,56.207728303483,55.6075072486947,2023-03-17,06:01:30
0.0,20.0,66.7,7.3,0.0,55.5894724937932,55.0959795975155,2023-03-17,07:01:30
0.0,6.0,15.5,3.9,0.0,55.8875257865624,54.7413368891238,2023-03-17,08:01:30
0.0,14.0,53.8,3.9,1.0,56.6328147995426,55.653234498723,2023-03-17,09:01:30
1.0,14.0,56.3,5.2,1.0,57.1151114512913,56.2439456576765,2023-03-17,10:01:30
0.0,10.0,41.4,3.4,0.0,55.9735536710841,55.0698672002945,2023-03-17,11:01:30
5.0,50.0,148.8,17.0,5.0,66.3739371321045,66.0898235981198,2023-03-17,12:46:30
7.0,57.0,195.0,30.8,8.0,65.3464951909366,65.6519715144585,2023-03-17,13:01:30
8.0,57.0,224.7,48.2,12.0,62.6100243358278,63.40364339934,2023-03-17,14:46:30
11.0,81.0,299.7,66.1,10.0,64.3839314855691,65.0193007440192,2023-03-17,15:46:30
19.0,172.0,682.4,148.1,20.0,71.0194339738035,72.9810926214264,2023-03-17,16:46:00
28.0,248.0,1107.4,216.7,28.0,74.4028531975022,79.437975333591,2023-03-17,17:46:00
28.0,243.0,1031.1,227.5,29.0,74.6483084623939,79.6927663694841,2023-03-17,18:01:00
34.0,216.0,879.0,230.7,34.0,77.4383391324858,82.7605610234326,2023-03-17,19:46:00
36.0,268.0,1043.9,268.1,36.0,80.8898554892611,85.226208546685,2023-03-17,20:46:00
42.0,275.0,1086.4,263.9,41.0,81.3667691934436,88.8091307089577,2023-03-17,21:31:30
39.0,247.0,924.4,211.1,41.0,81.1089466035151,86.6353289561818,2023-03-17,22:01:00
31.0,173.0,615.8,146.6,42.0,77.8945573174887,80.4154825025605,2023-03-17,23:01:30
29.0,126.0,483.7,120.7,40.0,73.4107948624032,78.1827374991457,2023-03-18,00:01:30
24.0,86.0,364.4,77.5,31.0,69.8465184124391,74.2123851485336,2023-03-18,01:01:30
14.0,36.0,184.5,33.9,21.0,66.5482187560534,66.9382955436204,2023-03-18,02:01:30
8.0,28.0,138.5,14.5,13.0,63.9352315495724,62.5690985223493,2023-03-18,03:01:30
4.0,21.0,97.3,11.3,7.0,60.7389929923514,59.783580655704,2023-03-18,04:01:30
3.0,12.0,53.7,9.0,4.0,56.8919595273895,56.5644377036608,2023-03-18,05:46:30
2.0,15.0,70.5,10.4,4.0,57.0908900756745,56.6710715627288,2023-03-18,06:01:30
2.0,14.0,40.6,4.6,2.0,58.1150783008939,56.9669046274873,2023-03-18,07:46:30
4.0,19.0,74.6,11.6,5.0,59.5945983980575,58.6466719846745,2023-03-18,08:46:30
8.0,62.0,236.3,45.7,8.0,61.6205910851454,61.5032413250312,2023-03-18,09:46:30
13.0,103.0,431.5,77.2,12.0,63.6341349783867,65.1252972968468,2023-03-18,10:46:30
15.0,118.0,529.0,108.2,14.0,64.509716863149,66.7481197855031,2023-03-18,11:31:30
15.0,120.0,514.5,93.5,14.0,64.3826316023649,66.8427616392719,2023-03-18,12:16:30
15.0,102.0,363.3,94.2,13.0,64.9472867657846,68.0062384761908,2023-03-18,13:46:30
17.0,91.0,306.5,109.4,15.0,65.4657974041747,69.2826800262849,2023-03-18,14:46:30
21.0,114.0,430.7,142.0,19.0,68.2308334352169,72.3290042627778,2023-03-18,15:46:30
37.0,291.0,1127.8,298.8,32.0,76.7683071321113,85.3603779111514,2023-03-18,16:46:30
45.0,372.0,1525.2,354.8,43.0,79.777292341511,91.3842273976349,2023-03-18,17:31:00
43.0,351.0,1459.3,306.8,43.0,80.0637011795052,90.0037075525996,2023-03-18,18:01:30
42.0,285.0,1194.9,303.5,45.0,79.1106196797908,88.6228336551594,2023-03-18,19:46:00
40.0,258.0,1032.2,261.9,42.0,79.5343705882631,87.6044839721811,2023-03-18,20:01:00
36.0,230.0,850.3,216.1,53.0,79.2091237200739,84.8088718408646,2023-03-18,21:01:30
27.0,131.0,470.9,126.3,51.0,76.474954889074,78.3179162051834,2023-03-18,22:01:30
22.0,104.0,337.7,89.1,40.0,73.160814237302,74.5343526060657,2023-03-18,23:01:30
16.0,44.0,151.0,41.0,30.0,69.0699926247667,70.2329277120303,2023-03-19,00:01:30
6.0,17.0,59.2,4.3,17.0,64.9405013128818,62.3836487024983,2023-03-19,01:01:30
4.0,12.0,44.5,10.2,10.0,61.7011451050193,59.7395009332036,2023-03-19,02:01:30
2.0,7.0,24.0,2.2,9.0,59.2595820240571,57.5433410672929,2023-03-19,03:01:30
0.0,6.0,15.1,2.6,7.0,56.527607832662,55.104780948114,2023-03-19,04:01:30
1.0,11.0,58.6,21.0,3.0,55.2960765197936,53.5146946964255,2023-03-19,05:46:30
22.0,173.0,633.4,160.4,19.0,72.7987397688693,75.578689319146,2023-03-19,06:46:30
48.0,248.0,1126.3,284.2,30.0,77.6643116108906,90.0525869461553,2023-03-19,07:46:30
49.0,218.0,1085.6,257.2,30.0,76.8911357486279,89.621178476137,2023-03-19,08:01:30
42.0,155.0,778.9,208.2,27.0,73.7880951731638,84.4166377670957,2023-03-19,09:01:30
36.0,152.0,690.7,175.8,25.0,72.119025814426,81.070797688021,2023-03-19,10:01:30
27.0,140.0,536.8,150.2,28.0,70.0705176523618,75.4075012932358,2023-03-19,11:01:30
29.0,203.0,835.3,188.7,33.0,72.5655608870328,79.1415294424997,2023-03-19,12:16:30
35.0,259.0,1004.2,246.3,28.0,71.8921717107108,82.6202412589814,2023-03-19,13:46:30
41.0,271.0,1306.2,297.8,35.0,72.6554787665205,85.2526906170359,2023-03-19,14:46:30
50.0,251.0,1275.3,334.7,43.0,75.8853307346791,90.6263726780114,2023-03-19,15:46:30
57.0,451.0,2372.1,454.9,54.0,83.5464811655455,98.7812964335467,2023-03-19,16:46:00
66.0,504.0,2664.4,494.2,68.0,87.7178929575734,106.030416492247,2023-03-19,17:46:00
64.0,466.0,2412.2,455.7,69.0,87.1897085459296,104.936780031923,2023-03-19,18:01:30
51.0,328.0,1473.6,320.8,61.0,81.4910706573367,94.9252351197061,2023-03-19,19:01:30
38.0,204.0,832.4,208.5,40.0,78.4344033452042,86.4034192078221,2023-03-19,20:01:30
37.0,268.0,1054.1,230.5,33.0,78.061360838376,86.1618195848522,2023-03-19,21:01:30
32.0,188.0,684.0,165.5,30.0,76.1640310859128,82.9380683962983,2023-03-19,22:01:30
23.0,94.0,317.4,81.3,29.0,73.2623530221124,76.2218157270432,2023-03-19,23:01:30
12.0,36.0,106.4,20.6,22.0,69.2842489612855,67.6355867487747,2023-03-20,00:01:30
6.0,22.0,75.3,10.8,13.0,65.1154253861229,62.2394685114817,2023-03-20,01:01:30
3.0,21.0,61.8,8.0,17.0,62.1949726470236,59.9660696897947,2023-03-20,02:01:30
2.0,10.0,26.4,4.4,13.0,60.1633571821415,58.3041591349739,2023-03-20,03:01:30
0.0,4.0,12.4,1.9,7.0,57.1490077180675,55.5871123175039,2023-03-20,04:01:30
2.0,13.0,50.8,20.8,5.0,55.9734016870608,54.0927933469611,2023-03-20,05:46:30
22.0,177.0,598.0,165.3,22.0,72.8646959408878,75.1700298761694,2023-03-20,06:46:30
49.0,257.0,1212.3,279.5,38.0,77.8398962422231,91.1993656094992,2023-03-20,07:46:30
51.0,250.0,1225.5,261.1,37.0,77.0984657700712,91.3952008989669,2023-03-20,08:01:30
45.0,173.0,911.5,227.7,33.0,73.9111738576859,86.5871069741236,2023-03-20,09:01:30
41.0,189.0,846.6,212.7,29.0,72.5779248242884,84.4404165568893,2023-03-20,10:01:30
31.0,165.0,702.4,168.7,23.0,70.9872800006249,78.2041457181038,2023-03-20,11:01:30
33.0,234.0,966.0,207.5,26.0,73.4941791102269,81.7129200333581,2023-03-20,12:31:30
39.0,323.0,1276.8,275.2,29.0,72.9832053022032,85.1138532081024,2023-03-20,13:46:30
46.0,322.0,1509.1,357.3,36.0,73.8908813754385,88.6682892662713,2023-03-20,14:46:30
53.0,305.0,1558.6,364.9,41.0,76.8033534624537,93.229937668721,2023-03-20,15:46:30
63.0,470.0,2597.6,494.9,51.0,84.3163059252153,102.615044623243,2023-03-20,16:46:30
73.0,561.0,3199.4,538.0,62.0,88.1307785327145,111.481984181341,2023-03-20,17:46:30
72.0,536.0,2978.0,516.2,60.0,87.6601927391717,110.710657909903,2023-03-20,18:01:30
56.0,371.0,1724.6,354.3,43.0,82.2923022004042,98.6182717003533,2023-03-20,19:01:00
46.0,289.0,1145.3,273.9,33.0,79.6906091775884,91.5863670583093,2023-03-20,20:01:30
44.0,335.0,1347.6,290.0,40.0,79.1300419011485,91.3133337149101,2023-03-20,21:01:30
39.0,261.0,1030.6,223.0,36.0,77.1598162816324,87.7476819136546,2023-03-20,22:01:30
29.0,139.0,547.5,129.0,25.0,73.8802645530904,80.0349656828776,2023-03-20,23:01:30
17.0,45.0,131.1,43.3,16.0,70.1504575043722,71.4491000779955,2023-03-21,00:01:30
8.0,26.0,97.9,10.2,9.0,65.9937934383411,64.2333718859619,2023-03-21,01:01:30
4.0,11.0,47.2,4.4,8.0,62.192079386153,60.1930567557513,2023-03-21,02:01:30
2.0,10.0,40.5,4.6,5.0,60.1057924178511,58.150389406574,2023-03-21,03:01:30
1.0,10.0,38.0,11.9,3.0,57.4980253153555,56.0973372345886,2023-03-21,04:01:30
1.0,13.0,41.0,16.2,2.0,55.8214854494501,53.6424893832628,2023-03-21,05:46:30
19.0,143.0,502.3,139.8,20.0,72.5855135793388,73.5557880647258,2023-03-21,06:46:30
47.0,240.0,1148.0,266.2,37.0,76.9959092418832,90.0953427265163,2023-03-21,07:46:30
49.0,238.0,1215.4,265.3,37.0,76.2435759011457,90.5665125525606,2023-03-21,08:01:30
45.0,196.0,994.1,239.8,32.0,73.4673095779005,86.7333434160595,2023-03-21,09:01:30
42.0,186.0,926.6,222.5,31.0,72.3920773840832,85.0011895518316,2023-03-21,10:01:30
34.0,186.0,728.5,207.8,23.0,71.2000891251891,80.0464527435009,2023-03-21,11:01:30
37.0,279.0,1178.1,261.6,27.0,74.306610550031,85.0216058826909,2023-03-21,12:31:30
44.0,307.0,1415.8,308.0,29.0,72.818537027513,88.5952489049359,2023-03-21,13:46:30
49.0,336.0,1669.9,364.7,36.0,74.2105548604099,91.1939794894834,2023-03-21,14:46:30
58.0,333.0,1806.2,411.8,41.0,77.1464095899609,96.9238084364432,2023-03-21,15:46:30
66.0,523.0,2917.0,530.8,50.0,84.066366905138,105.49878471663,2023-03-21,16:46:00
76.0,661.0,3786.8,617.2,61.0,87.6470923200947,113.083874071706,2023-03-21,17:31:00
75.0,623.0,3539.1,558.1,59.0,87.7546183595868,113.720893413018,2023-03-21,18:01:00
62.0,462.0,2245.8,447.1,42.0,82.5241778370636,102.867551024811,2023-03-21,19:01:00
53.0,352.0,1551.4,330.1,37.0,81.0480723430462,96.9228218529896,2023-03-21,20:01:00
50.0,424.0,1656.7,357.6,36.0,80.3718724399529,95.2709854022985,2023-03-21,21:01:30
46.0,318.0,1258.3,279.3,28.0,78.4892430921209,92.1661790892013,2023-03-21,22:01:30
34.0,164.0,671.3,153.4,18.0,74.743125330704,83.1256374387251,2023-03-21,23:01:30
21.0,70.0,258.2,71.7,15.0,70.743491383314,73.6632239448304,2023-03-22,00:01:30
10.0,24.0,96.0,23.0,7.0,66.3162928631657,65.4832656687681,2023-03-22,01:01:30
5.0,23.0,99.1,16.8,4.0,62.9032784291306,60.9752347643747,2023-03-22,02:01:30
3.0,12.0,45.0,11.1,3.0,60.1653532275997,58.6161264542494,2023-03-22,03:01:30
1.0,4.0,12.7,5.1,1.0,57.928140322094,56.7320523333378,2023-03-22,04:01:30
1.0,10.0,39.4,14.0,2.0,55.8326326868031,54.0820428729372,2023-03-22,05:46:30
18.0,121.0,406.7,120.2,18.0,71.0650947859676,72.1073180618309,2023-03-22,06:46:30
41.0,202.0,952.3,226.8,33.0,75.3397066802602,86.1352652809761,2023-03-22,07:46:30
42.0,179.0,835.2,212.6,33.0,74.5038251224965,85.8220816051723,2023-03-22,08:01:30
37.0,164.0,719.5,199.6,30.0,71.8244832919899,80.9608178937048,2023-03-22,09:01:30
35.0,162.0,735.4,192.6,30.0,71.346038776231,80.5044322947222,2023-03-22,10:01:30
29.0,166.0,717.4,179.8,25.0,70.5793693671187,77.3820576300195,2023-03-22,11:01:30
36.0,301.0,1137.6,242.2,29.0,73.6342448075335,84.3181254151746,2023-03-22,12:31:30
45.0,316.0,1457.5,324.7,29.0,72.9651741884179,89.9237866086293,2023-03-22,13:46:30
49.0,314.0,1458.1,376.3,38.0,73.6883037139165,91.506307550472,2023-03-22,14:46:30
55.0,294.0,1531.8,393.9,45.0,76.4656633671126,94.9521632062429,2023-03-22,15:46:30
64.0,508.0,2527.2,509.8,75.0,84.1015853131962,103.722663869732,2023-03-22,16:46:00
74.0,589.0,3136.1,579.5,98.0,88.3182197840394,112.089480098367,2023-03-22,17:46:30
72.0,577.0,2952.8,548.1,94.0,87.8753178761938,110.858090341713,2023-03-22,18:01:00
55.0,398.0,1879.6,361.3,78.0,82.8301691451044,98.3942410435028,2023-03-22,19:01:00
44.0,277.0,1160.7,239.1,56.0,81.2834554768537,90.2224313256386,2023-03-22,20:01:30
40.0,359.0,1461.8,293.7,41.0,80.3018480333689,88.8523436137714,2023-03-22,21:46:30
40.0,337.0,1361.1,240.7,32.0,79.7952447532367,88.9743557685046,2023-03-22,22:01:30
30.0,197.0,815.8,129.7,23.0,76.432286392967,81.6807345127777,2023-03-22,23:01:30
19.0,81.0,293.3,54.2,14.0,72.9769073623034,74.1442841173592,2023-03-23,00:01:30
10.0,46.0,169.7,17.0,8.0,68.7558543377523,67.3939831623097,2023-03-23,01:01:30
4.0,12.0,48.8,4.4,5.0,65.8438825430048,63.2868835880797,2023-03-23,02:01:30
0.0,9.0,34.0,4.9,3.0,62.7181988340626,59.6420205427732,2023-03-23,03:01:30
0.0,7.0,25.6,2.9,2.0,58.5338026496466,55.729866575665,2023-03-23,04:01:30
0.0,6.0,21.3,2.7,2.0,54.3971319052211,51.6558094858481,2023-03-23,05:01:30
0.0,7.0,30.7,2.0,14.0,54.8769370835269,50.3852121381971,2023-03-23,06:01:30
0.0,4.0,8.2,1.8,28.0,60.920338882304,50.5571231146471,2023-03-23,07:01:30
3.0,20.0,54.9,31.0,27.0,66.9139288367315,57.7412362651842,2023-03-23,08:46:30
23.0,98.0,481.4,160.7,25.0,68.867697663359,70.8397532825299,2023-03-23,09:46:30
32.0,106.0,550.5,155.0,25.0,68.8597628495838,75.5176217068099,2023-03-23,10:16:30
15.0,40.0,145.5,47.8,25.0,68.1935222525281,65.0845452648965,2023-03-23,11:01:30
5.0,20.0,43.5,14.0,30.0,69.7741325874757,59.5684477998627,2023-03-23,12:01:30
14.0,95.0,371.8,84.3,33.0,71.6097479428895,66.5209331398267,2023-03-23,13:46:30
15.0,90.0,337.7,96.3,42.0,73.2179859964095,66.5511527807533,2023-03-23,14:31:30
37.0,206.0,1082.5,219.6,49.0,78.2446901123865,80.5751414465181,2023-03-23,15:46:30
44.0,335.0,1812.5,284.6,56.0,86.3169201784825,89.1136148956371,2023-03-23,16:46:30
42.0,311.0,1626.4,247.8,65.0,88.1932961854416,88.3239378960121,2023-03-23,17:01:30
29.0,135.0,595.6,109.4,64.0,91.2326330963823,81.156555591879,2023-03-23,18:01:30
11.0,56.0,212.8,65.0,49.0,80.9232176056041,65.585718318785,2023-03-23,19:46:30
14.0,68.0,258.9,69.0,46.0,81.8681646275547,67.7726913642636,2023-03-23,20:01:30
25.0,211.0,761.1,163.9,53.0,85.0352686311174,78.9965257769256,2023-03-23,21:46:30
30.0,207.0,763.6,170.0,50.0,84.1421370562239,81.9462025666066,2023-03-23,22:16:30
27.0,196.0,649.5,118.9,41.0,81.3338853801452,79.6603197751757,2023-03-23,23:01:30
20.0,95.0,299.1,56.8,34.0,77.0732517366243,74.9797976610905,2023-03-24,00:01:30
17.0,61.0,211.0,56.0,23.0,72.8734999602596,72.5169306006091,2023-03-24,01:01:30
14.0,43.0,168.9,37.6,13.0,69.5689876938175,70.07923451284,2023-03-24,02:01:30
7.0,20.0,71.4,17.9,7.0,65.5558808668651,64.5281363454638,2023-03-24,03:01:30
0.0,5.0,19.0,1.7,4.0,61.0279650912584,57.6387418689906,2023-03-24,04:01:30
0.0,3.0,7.4,1.1,2.0,56.5516724226932,53.8035194242493,2023-03-24,05:01:30
0.0,3.0,5.9,1.2,1.0,54.132905217285,51.6560214757474,2023-03-24,06:01:30
0.0,4.0,15.2,1.1,0.0,53.4782448111524,50.8286903993284,2023-03-24,07:01:30
0.0,3.0,5.2,0.9,0.0,52.6834394894845,50.5317488470642,2023-03-24,08:01:30
0.0,3.0,11.5,1.4,0.0,53.4330724946874,51.2159393205355,2023-03-24,09:01:30
0.0,3.0,11.3,1.8,1.0,53.7709054932501,51.5002427269641,2023-03-24,10:01:30
0.0,5.0,13.4,1.6,0.0,53.7368718922461,51.6749601249887,2023-03-24,11:01:30
3.0,14.0,61.1,7.0,5.0,66.8707936783213,64.9238160337525,2023-03-24,12:46:30
5.0,28.0,88.6,10.3,7.0,64.419323171301,63.1087771643304,2023-03-24,13:01:30
5.0,51.0,269.2,24.4,8.0,62.497134673648,61.4010705674837,2023-03-24,14:01:30
4.0,39.0,197.7,18.5,11.0,63.6638224474421,61.1583698683235,2023-03-24,15:01:30
10.0,97.0,405.8,45.1,19.0,72.1435744050363,67.8742545143306,2023-03-24,16:46:30
19.0,161.0,578.0,111.0,28.0,74.2121280058929,73.5114483922084,2023-03-24,17:46:30
16.0,106.0,364.1,56.5,28.0,75.1018124902794,72.4517536172801,2023-03-24,18:01:30
7.0,47.0,155.4,36.3,34.0,76.2250968294562,64.2252071117049,2023-03-24,19:46:30
11.0,50.0,156.7,33.2,36.0,78.3357597056849,67.523963188158,2023-03-24,20:16:30
26.0,241.0,936.2,173.3,42.0,81.6076470821181,80.0555542085368,2023-03-24,21:46:30
31.0,248.0,886.4,177.1,39.0,81.0909712880039,83.1581527896993,2023-03-24,22:16:30
27.0,185.0,704.2,122.8,31.0,78.9903617603472,80.0669290328307,2023-03-24,23:01:30
19.0,122.0,427.5,65.9,29.0,75.1016898971043,74.5511928890879,2023-03-25,00:01:30
15.0,69.0,235.6,31.9,24.0,71.8464188771178,71.3979680211057,2023-03-25,01:01:30
10.0,43.0,122.0,19.6,14.0,68.7624862445732,67.4787101939266,2023-03-25,02:01:30
5.0,21.0,50.1,10.1,8.0,65.2354519955073,62.7182211250542,2023-03-25,03:01:30
0.0,8.0,28.9,1.4,4.0,60.4554388149106,57.0909132507146,2023-03-25,04:01:30
0.0,4.0,9.4,1.7,3.0,56.6057078847499,53.81640923295,2023-03-25,05:01:30
0.0,10.0,25.1,5.4,2.0,55.1672161156134,52.2918817603184,2023-03-25,06:01:30
0.0,6.0,25.7,3.3,2.0,55.0016062206716,51.6200251129501,2023-03-25,07:01:30
0.0,5.0,12.9,0.9,4.0,55.2997093719245,51.770735095709,2023-03-25,08:01:30
0.0,4.0,15.9,1.7,8.0,56.7299177540767,52.6002771829212,2023-03-25,09:01:30
1.0,6.0,22.3,1.9,13.0,59.2329377170625,54.037862794826,2023-03-25,10:01:30
2.0,5.0,13.9,0.7,15.0,61.4133256901241,55.6209870769155,2023-03-25,11:01:30
2.0,8.0,25.0,3.3,15.0,62.6655289505964,56.9726804844637,2023-03-25,12:01:30
6.0,32.0,100.5,15.1,15.0,63.4541658379725,60.8796183148297,2023-03-25,13:31:30
6.0,39.0,138.2,16.7,17.0,64.3743093516013,61.6650518136508,2023-03-25,14:01:30
6.0,50.0,187.2,20.3,21.0,65.9635061048917,62.4633095359846,2023-03-25,15:01:30
13.0,103.0,366.7,56.3,37.0,78.1654824830266,70.6951981209628,2023-03-25,16:46:30
16.0,148.0,539.0,85.5,45.0,80.5590489163612,72.7130633462086,2023-03-25,17:31:30
10.0,55.0,160.4,21.3,43.0,81.0994977494538,69.5915404001135,2023-03-25,18:01:30
13.0,62.0,321.8,74.4,42.0,76.7062235591213,67.7740002336629,2023-03-25,19:46:30
22.0,108.0,523.5,101.1,40.0,78.819033027395,75.0138083944222,2023-03-25,20:46:30
37.0,319.0,1217.1,256.2,36.0,78.7545143040444,86.9145290406414,2023-03-25,21:46:30
40.0,342.0,1303.6,264.4,27.0,77.1220399550722,88.4521330311785,2023-03-25,22:16:00
38.0,290.0,1155.9,250.4,22.0,74.8573950154039,87.3732762686054,2023-03-25,23:01:00
29.0,166.0,598.3,139.9,16.0,70.9502015369749,80.6795438498806,2023-03-26,00:01:30
22.0,100.0,328.3,93.5,6.0,67.8885924451423,75.1999318698799,2023-03-26,01:01:30
15.0,54.0,184.3,50.9,4.0,65.227001178082,69.9936354487836,2023-03-26,02:01:30
7.0,28.0,95.7,18.8,2.0,62.4780026244954,63.9523029253475,2023-03-26,03:01:30
0.0,5.0,18.2,0.6,0.0,58.3153381759952,55.9942263979369,2023-03-26,04:01:30
0.0,3.0,7.0,0.3,1.0,55.0438743901039,52.5430783908773,2023-03-26,05:01:30
0.0,4.0,13.9,2.0,22.0,55.4574405862823,50.8204800134936,2023-03-26,06:01:30
0.0,2.0,9.0,0.4,48.0,64.4960061537651,51.5377956481776,2023-03-26,07:01:30
6.0,34.0,103.5,69.0,49.0,73.8453429391727,61.9330196426329,2023-03-26,08:46:30
49.0,237.0,1276.7,309.5,42.0,73.5116465928432,90.3627713711079,2023-03-26,09:46:30
62.0,223.0,1232.7,302.1,36.0,71.9028428660008,96.8757052806986,2023-03-26,10:16:30
46.0,121.0,544.5,163.6,27.0,69.4168882678945,85.2493128239292,2023-03-26,11:01:30
31.0,184.0,684.6,222.0,29.0,72.2387497321885,79.3040865427142,2023-03-26,12:46:30
45.0,374.0,1626.5,341.0,35.0,72.1705650406434,89.5545237545771,2023-03-26,13:46:30
45.0,277.0,1119.3,269.5,41.0,71.7582270911132,88.6762489883468,2023-03-26,14:01:30
53.0,289.0,1870.4,300.9,50.0,76.1437425018886,92.1166817195367,2023-03-26,15:46:30
70.0,556.0,3649.6,517.9,57.0,83.3613714247319,108.123581525083,2023-03-26,16:46:30
73.0,521.0,3356.5,464.6,66.0,85.3229622865756,110.424390208191,2023-03-26,17:01:30
42.0,187.0,865.0,140.8,64.0,90.0612885630402,91.0844980159997,2023-03-26,18:01:30
17.0,69.0,344.9,90.8,51.0,75.4746239951546,69.5758560630926,2023-03-26,19:46:30
22.0,89.0,412.5,93.6,38.0,76.0466836902377,74.3330211579401,2023-03-26,20:16:30
34.0,294.0,1100.3,214.3,37.0,76.8644757080861,84.8257530597898,2023-03-26,21:46:30
37.0,307.0,1165.0,212.5,32.0,76.3732197225524,86.5379072060998,2023-03-26,22:01:30
34.0,250.0,912.3,168.7,23.0,74.0839318260897,84.2548769076511,2023-03-26,23:01:30
27.0,161.0,527.5,123.3,12.0,71.4309195322218,79.8113616604438,2023-03-27,00:01:30
23.0,97.0,339.2,84.3,6.0,68.4380364257194,76.2195887579872,2023-03-27,01:01:30
16.0,45.0,146.3,42.8,3.0,65.8024654525721,71.1125392207312,2023-03-27,02:01:30
7.0,25.0,83.4,13.0,2.0,63.4376813820986,64.6891686518614,2023-03-27,03:01:30
0.0,6.0,16.3,1.9,0.0,59.4739315133452,57.3720028794703,2023-03-27,04:01:30
0.0,5.0,13.7,1.8,2.0,55.7892970212077,53.4706082608169,2023-03-27,05:01:30
0.0,9.0,25.1,3.2,22.0,56.132455679646,51.3351910848216,2023-03-27,06:01:30
0.0,3.0,4.0,1.0,49.0,64.8702213721921,51.7918045076865,2023-03-27,07:01:30
7.0,43.0,138.6,67.1,51.0,74.5592070725341,62.9034149280111,2023-03-27,08:46:30
47.0,233.0,1200.0,285.6,45.0,74.1247550584192,88.8989499567863,2023-03-27,09:46:30
53.0,180.0,1076.3,237.1,41.0,72.2482396196981,90.2763536654078,2023-03-27,10:16:30
31.0,65.0,345.2,95.2,31.0,69.3894159939243,75.163159096709,2023-03-27,11:01:30
10.0,27.0,83.0,32.1,33.0,69.944815600531,62.7000300240096,2023-03-27,12:01:30
22.0,225.0,942.8,158.6,39.0,73.0216365860606,73.9946590924354,2023-03-27,13:46:30
22.0,181.0,638.0,141.6,46.0,72.7620636024812,73.2894489291147,2023-03-27,14:01:30
44.0,259.0,1498.4,262.3,53.0,77.4019681250234,86.6497539288579,2023-03-27,15:46:30
50.0,372.0,2138.7,325.1,63.0,85.2796035552646,94.1150586409845,2023-03-27,16:46:30
49.0,322.0,1773.2,289.0,73.0,87.3449769768896,93.7487806772082,2023-03-27,17:01:30
25.0,123.0,436.6,74.5,72.0,90.0106510707374,79.3530706366648,2023-03-27,18:01:30
16.0,82.0,406.3,97.0,56.0,77.596409683488,70.0500570730727,2023-03-27,19:46:30
26.0,135.0,510.3,151.4,46.0,78.7414262457937,78.4398965077687,2023-03-27,20:46:30
43.0,439.0,1737.2,337.6,44.0,78.8200366249965,91.7934215744604,2023-03-27,21:46:30
52.0,465.0,1851.8,397.7,39.0,76.2789630985323,97.5444693062194,2023-03-27,22:46:30
53.0,451.0,1726.5,380.7,29.0,75.7107056599659,98.182949785473,2023-03-27,23:01:30
40.0,287.0,1007.3,228.2,17.0,72.7159695065955,89.0258245612722,2023-03-28,00:01:30
32.0,164.0,574.2,150.0,8.0,69.1894766634883,82.8068090013158,2023-03-28,01:01:30
21.0,64.0,220.1,65.6,4.0,65.9471922170364,74.6464344642732,2023-03-28,02:01:30
12.0,34.0,122.6,35.3,2.0,63.5920586139078,67.8319689313015,2023-03-28,03:01:30
0.0,11.0,40.1,3.4,1.0,60.0360604046806,58.3067054175824,2023-03-28,04:01:30
1.0,11.0,36.1,10.0,1.0,55.951574719084,54.2968032000717,2023-03-28,05:31:30
0.0,8.0,27.2,3.5,19.0,56.6923061310522,52.2214803080084,2023-03-28,06:01:30
0.0,8.0,31.4,2.0,47.0,64.7453933535262,52.1765989378746,2023-03-28,07:01:30
8.0,38.0,150.5,82.2,49.0,73.8628080720731,63.2261495200547,2023-03-28,08:46:30
47.0,213.0,1107.8,265.1,45.0,74.0180594392066,88.6894091080634,2023-03-28,09:46:30
